sentence,pattern,cmi,num_switches,language_tags
Please yeh save mat karo kal,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
Mera client call abhi bhi pending hai,hindi_matrix_english_np,0.286,2,HI EN EN HI HI HI HI
Mera pull request abhi bhi pending hai,hindi_matrix_english_np,0.286,2,HI EN EN HI HI HI HI
"ek kaam karo , can you prioritize this baad mein ?",tag_switching,0.455,3,HI HI HI EN EN EN EN EN HI HI EN
April 1 tak payment kar dena,numerical_entity,0.333,1,EN EN HI HI HI HI
"bata na , this Netflix needs to be manage kal",tag_switching,0.300,2,HI HI EN EN EN EN EN EN EN HI
Aaj raat update ka plan kya hai,hindi_matrix_english_np,0.143,2,HI HI EN HI HI HI HI
meri friend Netflix dekha kya,hindi_matrix_english_np,0.200,2,HI HI EN HI HI
Kya tum reschedule kar sakte ho,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
main Zoom pe 10 AM available hoon,numerical_entity,0.429,4,HI EN HI EN EN HI HI
"Pehle update karo, phir baat karte hain",hindi_matrix_english_verb,0.143,2,HI EN HI HI HI HI HI
Please yeh share mat karo aaj,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
yeh Slack wala roadmap baad mein tha,numerical_entity,0.286,4,HI EN HI EN HI HI HI
main pehle install karke aata hoon,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
Mera database kaam nahi kar raha,hindi_matrix_english_np,0.167,2,HI EN HI HI HI HI
Isko call karna hai aaj,hindi_matrix_english_verb,0.200,2,HI EN HI HI HI
Aaj ka proposal cancel ho gaya,hindi_matrix_english_np,0.167,2,HI HI EN HI HI HI
"theek hai , can you post this aaj ?",tag_switching,0.333,3,HI HI EN EN EN EN EN HI EN
Aaj raat movie ka plan kya hai,hindi_matrix_english_np,0.143,2,HI HI EN HI HI HI HI
Jaldi se follow kar do,hindi_matrix_english_verb,0.200,2,HI HI EN HI HI
Is wifi ki wajah se late ho gaya,hindi_matrix_english_np,0.125,2,HI EN HI HI HI HI HI HI
main khud upload kar lunga,hindi_matrix_english_verb,0.200,2,HI HI EN HI HI
Is assignment ke liye bilkul taiyar nahi hoon,hindi_matrix_english_np,0.125,2,HI EN HI HI HI HI HI HI
Yeh comment karna itna mushkil nahi hai,hindi_matrix_english_verb,0.143,2,HI EN HI HI HI HI HI
"dekho , can you stream this abhi ?",tag_switching,0.250,3,HI EN EN EN EN EN HI EN
main project parso tak bhej dunga,hindi_matrix_english_np,0.167,2,HI EN HI HI HI HI
Tera status zyada viral ho gaya,hindi_matrix_english_np,0.333,4,HI EN HI EN HI HI
"yaar , I think the report is easy",tag_switching,0.125,1,HI EN EN EN EN EN EN EN
"Pehle update karo, phir baat karte hain",hindi_matrix_english_verb,0.143,2,HI EN HI HI HI HI HI
Naya movie aa gaya hai,hindi_matrix_english_np,0.200,2,HI EN HI HI HI
Aaj ka Notion wala presentation aaj shift ho gaya,numerical_entity,0.222,4,HI HI EN HI EN HI HI HI HI
Naya playlist aa gaya hai,hindi_matrix_english_np,0.200,2,HI EN HI HI HI
Aaj ka one-on-one bahut lamba tha,hindi_matrix_english_np,0.167,2,HI HI EN HI HI HI
yeh Jira wala timeline abhi tha,numerical_entity,0.333,4,HI EN HI EN HI HI
main Teams pe 9:30 AM available hoon,numerical_entity,0.429,4,HI EN HI EN EN HI HI
yeh Gmail wala budget baad mein tha,numerical_entity,0.286,4,HI EN HI EN HI HI HI
main WhatsApp pe 4 PM available hoon,numerical_entity,0.429,4,HI EN HI EN EN HI HI
"The code review was perfect , sach mein",tag_switching,0.250,1,EN EN EN EN EN EN HI HI
Yeh prioritize karna zaroori hai,hindi_matrix_english_verb,0.200,2,HI EN HI HI HI
main khud postpone kar lunga,hindi_matrix_english_verb,0.200,2,HI HI EN HI HI
Aaj ka Gmail wala report kal shift ho gaya,numerical_entity,0.222,4,HI HI EN HI EN HI HI HI HI
Google Drive pe 4:30 PM par milte hain,numerical_entity,0.500,3,EN EN HI EN EN HI HI HI
Yeh manage karna zaroori hai,hindi_matrix_english_verb,0.200,2,HI EN HI HI HI
"The API was quick , matlab",tag_switching,0.167,1,EN EN EN EN EN HI
March 15 din bacha hai deadline tak,numerical_entity,0.286,1,EN EN HI HI HI HI HI
LinkedIn pe 2 PM par milte hain,numerical_entity,0.429,3,EN HI EN EN HI HI HI
"sach mein , I think the timeline is important",tag_switching,0.222,1,HI HI EN EN EN EN EN EN EN
Isko submit karna hai is hafte,hindi_matrix_english_verb,0.167,2,HI EN HI HI HI HI
"main search karta hoon, tum dekho",hindi_matrix_english_verb,0.167,2,HI EN HI HI HI HI
"toh , let's just charge it abhi",tag_switching,0.286,2,HI EN EN EN EN EN HI
"The database was important , waise",tag_switching,0.167,1,EN EN EN EN EN HI
meri friend concert dekha kya,hindi_matrix_english_np,0.200,2,HI HI EN HI HI
feedback Thursday ko 2 PM par hai,numerical_entity,0.429,3,EN EN HI EN EN HI HI
"Usne stream kar diya, ab kya karein",hindi_matrix_english_verb,0.143,2,HI EN HI HI HI HI HI
Kal 4 PM baje call hai,numerical_entity,0.500,4,HI EN EN HI EN HI
Is app mein problem aa rahi hai,hindi_matrix_english_np,0.143,2,HI EN HI HI HI HI HI
yeh Jira wala email abhi tha,numerical_entity,0.333,4,HI EN HI EN HI HI
"Usne stream kar diya, ab kya karein",hindi_matrix_english_verb,0.143,2,HI EN HI HI HI HI HI
main yeh charge karna chahta hoon,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
"suno , let's just manage it parso",tag_switching,0.286,2,HI EN EN EN EN EN HI
"sach mein , the timeline is difficult",tag_switching,0.286,1,HI HI EN EN EN EN EN
Aaj ka meeting bahut lamba tha,hindi_matrix_english_np,0.167,2,HI HI EN HI HI HI
Yeh song ka kya plan hai,hindi_matrix_english_np,0.167,2,HI EN HI HI HI HI
"suno , I think the report is serious",tag_switching,0.125,1,HI EN EN EN EN EN EN EN
"theek hai , main yeh review finish kar dunga",tag_switching,0.444,2,HI HI EN EN EN EN HI HI HI
"waise , let's just message it baad mein",tag_switching,0.375,2,HI EN EN EN EN EN HI HI
Jaldi se order kar do,hindi_matrix_english_verb,0.200,2,HI HI EN HI HI
tum vlog dekha kya,hindi_matrix_english_np,0.250,2,HI EN HI HI
main yeh charge karna chahta hoon,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
mera dost episode dekha kya,hindi_matrix_english_np,0.200,2,HI HI EN HI HI
20th din bacha hai deadline tak,numerical_entity,0.167,1,EN HI HI HI HI HI
Please yeh handle mat karo parso,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
Kal ka report parso hai,hindi_matrix_english_np,0.200,2,HI HI EN HI HI
LinkedIn pe 11 AM par milte hain,numerical_entity,0.429,3,EN HI EN EN HI HI HI
Naya ticket aa gaya hai,hindi_matrix_english_np,0.200,2,HI EN HI HI HI
"haan , let's just watch it aaj",tag_switching,0.286,2,HI EN EN EN EN EN HI
client call next Monday ko 6 PM par hai,numerical_entity,0.333,3,EN EN EN EN HI EN EN HI HI
"arre , I think the budget is difficult",tag_switching,0.125,1,HI EN EN EN EN EN EN EN
main yeh search karna chahta hoon,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
"Honestly, main yeh team standup se thak gaya hoon",tag_switching,0.333,3,EN HI HI EN EN HI HI HI HI
Mera app kaam nahi kar raha,hindi_matrix_english_np,0.167,2,HI EN HI HI HI HI
"ek kaam karo , this cafe needs to be reschedule abhi",tag_switching,0.364,2,HI HI HI EN EN EN EN EN EN EN HI
team standup this Sunday ko 3 PM par hai,numerical_entity,0.333,3,EN EN EN EN HI EN EN HI HI
main khud prioritize kar lunga,hindi_matrix_english_verb,0.200,2,HI HI EN HI HI
Kya tum delegate kar sakte ho,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
mera bhai syllabus mein bahut achha hai,hindi_matrix_english_np,0.143,2,HI HI EN HI HI HI HI
"Pehle escalate karo, phir baat karte hain",hindi_matrix_english_verb,0.143,2,HI EN HI HI HI HI HI
"waise , this assignment needs to be discuss kal",tag_switching,0.222,2,HI EN EN EN EN EN EN EN HI
"sach mein , let's just send it abhi",tag_switching,0.375,2,HI HI EN EN EN EN EN HI
Aaj ka team standup cancel ho gaya,hindi_matrix_english_np,0.286,2,HI HI EN EN HI HI HI
Naya API aa gaya hai,hindi_matrix_english_np,0.200,2,HI EN HI HI HI
Mera movie khatam ho gaya,hindi_matrix_english_np,0.200,2,HI EN HI HI HI
main pehle call karke aata hoon,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
follow-up next Friday ko 3 PM par hai,numerical_entity,0.375,3,EN EN EN HI EN EN HI HI
"sun na , I think the status update is quick",tag_switching,0.200,1,HI HI EN EN EN EN EN EN EN EN
25th din bacha hai deadline tak,numerical_entity,0.167,1,EN HI HI HI HI HI
main khud prioritize kar lunga,hindi_matrix_english_verb,0.200,2,HI HI EN HI HI
main pehle send karke aata hoon,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
"waise , main yeh story finish kar dunga",tag_switching,0.500,2,HI EN EN EN EN HI HI HI
Mera bug kaam nahi kar raha,hindi_matrix_english_np,0.167,2,HI EN HI HI HI HI
Aaj ka report bahut lamba tha,hindi_matrix_english_np,0.167,2,HI HI EN HI HI HI
Is decision ki wajah se late ho gaya,hindi_matrix_english_np,0.125,2,HI EN HI HI HI HI HI HI
main khud share kar lunga,hindi_matrix_english_verb,0.200,2,HI HI EN HI HI
Yeh reset karna itna mushkil nahi hai,hindi_matrix_english_verb,0.143,2,HI EN HI HI HI HI HI
main meeting pe kaam kar raha hoon,hindi_matrix_english_np,0.143,2,HI EN HI HI HI HI HI
Naya bug aa gaya hai,hindi_matrix_english_np,0.200,2,HI EN HI HI HI
Aaj ka code review cancel ho gaya,hindi_matrix_english_np,0.286,2,HI HI EN EN HI HI HI
Saturday ko 2:30 PM se 9:30 AM wala slot available hai,numerical_entity,0.455,5,EN HI EN EN HI EN EN HI HI HI HI
Tera story bahut viral ho gaya,hindi_matrix_english_np,0.333,4,HI EN HI EN HI HI
Isko send karna hai baad mein,hindi_matrix_english_verb,0.167,2,HI EN HI HI HI HI
Is charger mein problem aa rahi hai,hindi_matrix_english_np,0.143,2,HI EN HI HI HI HI HI
Mera scholarship baad mein hai,hindi_matrix_english_np,0.200,2,HI EN HI HI HI
Isko confirm karna hai abhi,hindi_matrix_english_verb,0.200,2,HI EN HI HI HI
"Aaj end of week tarikh hai, kal deadline hai",numerical_entity,0.333,2,HI EN EN EN HI HI HI HI HI
main pehle connect karke aata hoon,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
"main watch karta hoon, tum dekho",hindi_matrix_english_verb,0.167,2,HI EN HI HI HI HI
main pehle send karke aata hoon,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
Is exam ke liye bilkul taiyar nahi hoon,hindi_matrix_english_np,0.125,2,HI EN HI HI HI HI HI HI
main email pe kaam kar raha hoon,hindi_matrix_english_np,0.143,2,HI EN HI HI HI HI HI
Jaldi se handle kar do,hindi_matrix_english_verb,0.200,2,HI HI EN HI HI
"main share karta hoon, tum dekho",hindi_matrix_english_verb,0.167,2,HI EN HI HI HI HI
Yeh wifi bahut helpful lag raha hai,hindi_matrix_english_np,0.286,4,HI EN HI EN HI HI HI
main yeh reset karna chahta hoon,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
"Honestly, main yeh course se thak gaya hoon",tag_switching,0.250,3,EN HI HI EN HI HI HI HI
"The class was terrible , bata na",tag_switching,0.286,1,EN EN EN EN EN HI HI
"The tuition was boring , sach mein",tag_switching,0.286,1,EN EN EN EN EN HI HI
"sun na , this one-on-one needs to be reschedule kal",tag_switching,0.300,2,HI HI EN EN EN EN EN EN EN HI
mera bhai syllabus mein bahut achha hai,hindi_matrix_english_np,0.143,2,HI HI EN HI HI HI HI
Tera meme itna viral ho gaya,hindi_matrix_english_np,0.333,4,HI EN HI EN HI HI
Mera script kaam nahi kar raha,hindi_matrix_english_np,0.167,2,HI EN HI HI HI HI
project Saturday ko 6 PM par hai,numerical_entity,0.429,3,EN EN HI EN EN HI HI
"haan , main yeh gym finish kar dunga",tag_switching,0.500,2,HI EN EN EN EN HI HI HI
"theek hai , let's just share it abhi",tag_switching,0.375,2,HI HI EN EN EN EN EN HI
March 15 tak payment kar dena,numerical_entity,0.333,1,EN EN HI HI HI HI
"The solution was valid , dekho",tag_switching,0.167,1,EN EN EN EN EN HI
Is bug mein problem aa rahi hai,hindi_matrix_english_np,0.143,2,HI EN HI HI HI HI HI
main LinkedIn pe 2 PM available hoon,numerical_entity,0.429,4,HI EN HI EN EN HI HI
main LinkedIn pe 4 PM available hoon,numerical_entity,0.429,4,HI EN HI EN EN HI HI
main yeh update karna chahta hoon,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
report Saturday ko 3 PM par hai,numerical_entity,0.429,3,EN EN HI EN EN HI HI
Yeh install karna zaroori hai,hindi_matrix_english_verb,0.200,2,HI EN HI HI HI
Mera scholarship baad mein hai,hindi_matrix_english_np,0.200,2,HI EN HI HI HI
main yeh subscribe karna chahta hoon,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
Isko check karna hai kal,hindi_matrix_english_verb,0.200,2,HI EN HI HI HI
main WhatsApp pe 1 PM available hoon,numerical_entity,0.429,4,HI EN HI EN EN HI HI
"The project was complicated , matlab",tag_switching,0.167,1,EN EN EN EN EN HI
Jaldi se stream kar do,hindi_matrix_english_verb,0.200,2,HI HI EN HI HI
"The break was complicated , haan",tag_switching,0.167,1,EN EN EN EN EN HI
Instagram pe 4:30 PM par milte hain,numerical_entity,0.429,3,EN HI EN EN HI HI HI
main pehle book karke aata hoon,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
hum solution lena bhool gaya,hindi_matrix_english_np,0.200,2,HI EN HI HI HI
"haan , let's just book it aaj",tag_switching,0.286,2,HI EN EN EN EN EN HI
Kya tum like kar sakte ho,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
Yeh like karna zaroori hai,hindi_matrix_english_verb,0.200,2,HI EN HI HI HI
Mera cafe khatam ho gaya,hindi_matrix_english_np,0.200,2,HI EN HI HI HI
main khud save kar lunga,hindi_matrix_english_verb,0.200,2,HI HI EN HI HI
"Honestly, main yeh trailer se thak gaya hoon",tag_switching,0.250,3,EN HI HI EN HI HI HI HI
Tera comment bahut zyada viral ho gaya,hindi_matrix_english_np,0.286,4,HI EN HI HI EN HI HI
"ek kaam karo , I think the budget is important",tag_switching,0.300,1,HI HI HI EN EN EN EN EN EN EN
"arre , let's just postpone it parso",tag_switching,0.286,2,HI EN EN EN EN EN HI
"Honestly, main yeh movie se thak gaya hoon",tag_switching,0.250,3,EN HI HI EN HI HI HI HI
main khud review kar lunga,hindi_matrix_english_verb,0.200,2,HI HI EN HI HI
"sun na , let's just delegate it pehle",tag_switching,0.375,2,HI HI EN EN EN EN EN HI
"ek kaam karo , I think the feedback is important",tag_switching,0.300,1,HI HI HI EN EN EN EN EN EN EN
"The selfie was valid , haan",tag_switching,0.167,1,EN EN EN EN EN HI
Isko like karna hai jaldi se,hindi_matrix_english_verb,0.167,2,HI EN HI HI HI HI
Yeh comment ka kya plan hai,hindi_matrix_english_np,0.167,2,HI EN HI HI HI HI
Aaj raat delivery ka plan kya hai,hindi_matrix_english_np,0.143,2,HI HI EN HI HI HI HI
"toh , main yeh campus finish kar dunga",tag_switching,0.500,2,HI EN EN EN EN HI HI HI
yeh Gmail wala project parso tha,numerical_entity,0.333,4,HI EN HI EN HI HI
Aaj ka Teams wala follow-up baad mein shift ho gaya,numerical_entity,0.200,4,HI HI EN HI EN HI HI HI HI HI
main khud confirm kar lunga,hindi_matrix_english_verb,0.200,2,HI HI EN HI HI
Is Thursday ko chhutti hai kya,numerical_entity,0.167,2,HI EN HI HI HI HI
Yeh scholarship ka kya plan hai,hindi_matrix_english_np,0.167,2,HI EN HI HI HI HI
Next Wednesday ko interview hai,numerical_entity,0.400,3,EN EN HI EN HI
"waise , I think the proposal is optional",tag_switching,0.125,1,HI EN EN EN EN EN EN EN
"Usne follow kar diya, ab kya karein",hindi_matrix_english_verb,0.143,2,HI EN HI HI HI HI HI
Mera problem khatam ho gaya,hindi_matrix_english_np,0.200,2,HI EN HI HI HI
Kya tum follow kar sakte ho,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
"The cafe was short , matlab",tag_switching,0.167,1,EN EN EN EN EN HI
Mera class khatam ho gaya,hindi_matrix_english_np,0.200,2,HI EN HI HI HI
main yeh book karna chahta hoon,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
Aaj ka one-on-one bahut lamba tha,hindi_matrix_english_np,0.167,2,HI HI EN HI HI HI
Saturday ko 4 PM tak submit karna hai,numerical_entity,0.375,3,EN HI EN EN HI HI HI HI
main pehle book karke aata hoon,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
Next Wednesday ko interview hai,numerical_entity,0.400,3,EN EN HI EN HI
Aaj ka Slack wala presentation abhi shift ho gaya,numerical_entity,0.222,4,HI HI EN HI EN HI HI HI HI
15th tak payment kar dena,numerical_entity,0.200,1,EN HI HI HI HI
10th tak payment kar dena,numerical_entity,0.200,1,EN HI HI HI HI
main khud postpone kar lunga,hindi_matrix_english_verb,0.200,2,HI HI EN HI HI
Kal ka proposal pehle hai,hindi_matrix_english_np,0.200,2,HI HI EN HI HI
"Aaj 10th tarikh hai, kal deadline hai",numerical_entity,0.143,2,HI EN HI HI HI HI HI
"Honestly, main yeh series se thak gaya hoon",tag_switching,0.250,3,EN HI HI EN HI HI HI HI
mera dost chat dekh ke kaafi khush ho gaya,hindi_matrix_english_np,0.111,2,HI HI EN HI HI HI HI HI HI
Kal 2 PM baje call hai,numerical_entity,0.500,4,HI EN EN HI EN HI
meri behen vibe dekh ke bahut khush ho gaya,hindi_matrix_english_np,0.111,2,HI HI EN HI HI HI HI HI HI
Naya script aa gaya hai,hindi_matrix_english_np,0.200,2,HI EN HI HI HI
main pehle fix karke aata hoon,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
Aaj ka report cancel ho gaya,hindi_matrix_english_np,0.167,2,HI HI EN HI HI HI
Yeh episode bilkul good tha,hindi_matrix_english_np,0.400,4,HI EN HI EN HI
mera bhai course lena bhool gaya,hindi_matrix_english_np,0.167,2,HI HI EN HI HI HI
Mera internship kal hai,hindi_matrix_english_np,0.250,2,HI EN HI HI
Google Drive pe 9 AM par milte hain,numerical_entity,0.500,3,EN EN HI EN EN HI HI HI
Sunday ko 10:30 AM se 11 AM wala slot available hai,numerical_entity,0.455,5,EN HI EN EN HI EN EN HI HI HI HI
Yeh trailer bahut urgent lag raha hai,hindi_matrix_english_np,0.286,4,HI EN HI EN HI HI HI
Tumhara database mujhe mil gaya,hindi_matrix_english_np,0.200,2,HI EN HI HI HI
"Pehle stream karo, phir baat karte hain",hindi_matrix_english_verb,0.143,2,HI EN HI HI HI HI HI
Kal ka one-on-one baad mein hai,hindi_matrix_english_np,0.167,2,HI HI EN HI HI HI
main pehle check karke aata hoon,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
Is database ki wajah se late ho gaya,hindi_matrix_english_np,0.125,2,HI EN HI HI HI HI HI HI
main yeh follow karna chahta hoon,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
"matlab , I think the one-on-one is short",tag_switching,0.125,1,HI EN EN EN EN EN EN EN
Yeh stream ekdum good tha,hindi_matrix_english_np,0.400,4,HI EN HI EN HI
sprint Friday evening ko 10 AM par hai,numerical_entity,0.375,3,EN EN EN HI EN EN HI HI
Yeh meme bahut interesting lag raha hai,hindi_matrix_english_np,0.286,4,HI EN HI EN HI HI HI
Isko subscribe karna hai jaldi se,hindi_matrix_english_verb,0.167,2,HI EN HI HI HI HI
hum status lena bhool gaya,hindi_matrix_english_np,0.200,2,HI EN HI HI HI
"matlab , can you submit this aaj ?",tag_switching,0.250,3,HI EN EN EN EN EN HI EN
"Honestly, main yeh one-on-one se thak gaya hoon",tag_switching,0.250,3,EN HI HI EN HI HI HI HI
Yeh charge karna itna mushkil nahi hai,hindi_matrix_english_verb,0.143,2,HI EN HI HI HI HI HI
"The password was terrible , matlab",tag_switching,0.167,1,EN EN EN EN EN HI
meri behen reel dekh ke bahut khush ho gaya,hindi_matrix_english_np,0.111,2,HI HI EN HI HI HI HI HI HI
yeh Jira wala status update parso tha,numerical_entity,0.429,4,HI EN HI EN EN HI HI
main yeh fix karna chahta hoon,hindi_matrix_english_verb,0.167,2,HI HI EN HI HI HI
Aaj raat diet ka plan kya hai,hindi_matrix_english_np,0.143,2,HI HI EN HI HI HI HI
Isko watch karna hai aaj shaam ko,hindi_matrix_english_verb,0.143,2,HI EN HI HI HI HI HI
Yeh connect karna itna mushkil nahi hai,hindi_matrix_english_verb,0.143,2,HI EN HI HI HI HI HI
"yaar , let's just save it aaj",tag_switching,0.286,2,HI EN EN EN EN EN HI
